file_path,open_file,file_name,owner,extension,size,modification_time,access_time,creation_time,parent_directory,permissions,is_file,is_symlink,absolute_path,metadata
tests\resources\test_files\unsupported_file_2.abcd,True,unsupported_file_2.abcd,AD/BLUO,.abcd,20,1705332840.6131032,1709130598.4718955,1705332840.6131032,tests\resources\test_files,666,True,False,C:\Users\BLUO\Downloads\report\tests\resources\test_files\unsupported_file_2.abcd,{'message': 'This is a generic processor. Limited functionality available. File was not opened'}
tests\resources\test_files\usa_government_wikipedia.txt,False,usa_government_wikipedia.txt,AD/BLUO,.txt,48230,1705332840.6160998,1709298629.2151904,1705332840.6160998,tests\resources\test_files,666,True,False,C:\Users\BLUO\Downloads\report\tests\resources\test_files\usa_government_wikipedia.txt,{'message': 'File was not opened'}
tests\__pycache__\conftest.cpython-310-pytest-7.4.0.pyc,True,conftest.cpython-310-pytest-7.4.0.pyc,AD/BLUO,.pyc,970,1707158592.4761817,1709297585.0333478,1707158592.4761817,tests\__pycache__,666,True,False,C:\Users\BLUO\Downloads\report\tests\__pycache__\conftest.cpython-310-pytest-7.4.0.pyc,{'message': 'This is a generic processor. Limited functionality available. File was not opened'}
tests\__pycache__\directory_analytics_test.cpython-310-pytest-7.4.0.pyc,True,directory_analytics_test.cpython-310-pytest-7.4.0.pyc,AD/BLUO,.pyc,2948,1707156594.9517722,1709297599.2094676,1707156594.9517722,tests\__pycache__,666,True,False,C:\Users\BLUO\Downloads\report\tests\__pycache__\directory_analytics_test.cpython-310-pytest-7.4.0.pyc,{'message': 'This is a generic processor. Limited functionality available. File was not opened'}
tests\__pycache__\directory_report_test.cpython-310-pytest-7.4.0.pyc,True,directory_report_test.cpython-310-pytest-7.4.0.pyc,AD/BLUO,.pyc,19439,1709297599.239463,1709297629.1061418,1709297599.238467,tests\__pycache__,666,True,False,C:\Users\BLUO\Downloads\report\tests\__pycache__\directory_report_test.cpython-310-pytest-7.4.0.pyc,{'message': 'This is a generic processor. Limited functionality available. File was not opened'}
tests\__pycache__\directory_similarity_test.cpython-310-pytest-7.4.0.pyc,True,directory_similarity_test.cpython-310-pytest-7.4.0.pyc,AD/BLUO,.pyc,7382,1707156595.0976756,1709297599.250881,1707156595.096679,tests\__pycache__,666,True,False,C:\Users\BLUO\Downloads\report\tests\__pycache__\directory_similarity_test.cpython-310-pytest-7.4.0.pyc,{'message': 'This is a generic processor. Limited functionality available. File was not opened'}
tests\__pycache__\directory_test.cpython-310-pytest-7.4.0.pyc,True,directory_test.cpython-310-pytest-7.4.0.pyc,AD/BLUO,.pyc,12964,1705423439.474358,1705423439.474358,1705423439.474358,tests\__pycache__,666,True,False,C:\Users\BLUO\Downloads\report\tests\__pycache__\directory_test.cpython-310-pytest-7.4.0.pyc,{'message': 'This is a generic processor. Limited functionality available. File was not opened'}
tests\__pycache__\test_audio_processor.cpython-310-pytest-7.4.0.pyc,True,test_audio_processor.cpython-310-pytest-7.4.0.pyc,AD/BLUO,.pyc,5218,1707311604.519598,1709297599.256885,1707311604.5186014,tests\__pycache__,666,True,False,C:\Users\BLUO\Downloads\report\tests\__pycache__\test_audio_processor.cpython-310-pytest-7.4.0.pyc,{'message': 'This is a generic processor. Limited functionality available. File was not opened'}
tests\__pycache__\test_build.cpython-310-pytest-7.4.0.pyc,True,test_build.cpython-310-pytest-7.4.0.pyc,AD/BLUO,.pyc,1047,1706196547.9311457,1706196549.4877045,1706196547.9301522,tests\__pycache__,666,True,False,C:\Users\BLUO\Downloads\report\tests\__pycache__\test_build.cpython-310-pytest-7.4.0.pyc,{'message': 'This is a generic processor. Limited functionality available. File was not opened'}
tests\__pycache__\test_corrupted_files.cpython-310-pytest-7.4.0.pyc,True,test_corrupted_files.cpython-310-pytest-7.4.0.pyc,AD/BLUO,.pyc,2080,1707158625.9306817,1709297599.2630842,1707158625.9306817,tests\__pycache__,666,True,False,C:\Users\BLUO\Downloads\report\tests\__pycache__\test_corrupted_files.cpython-310-pytest-7.4.0.pyc,{'message': 'This is a generic processor. Limited functionality available. File was not opened'}
tests\__pycache__\test_csv_processor.cpython-310-pytest-7.4.0.pyc,True,test_csv_processor.cpython-310-pytest-7.4.0.pyc,AD/BLUO,.pyc,3267,1707158625.945765,1709297599.2690847,1707158625.945765,tests\__pycache__,666,True,False,C:\Users\BLUO\Downloads\report\tests\__pycache__\test_csv_processor.cpython-310-pytest-7.4.0.pyc,{'message': 'This is a generic processor. Limited functionality available. File was not opened'}
tests\__pycache__\test_docx_processor.cpython-310-pytest-7.4.0.pyc,True,test_docx_processor.cpython-310-pytest-7.4.0.pyc,AD/BLUO,.pyc,3966,1707158625.9597144,1709297599.2760832,1707158625.9597144,tests\__pycache__,666,True,False,C:\Users\BLUO\Downloads\report\tests\__pycache__\test_docx_processor.cpython-310-pytest-7.4.0.pyc,{'message': 'This is a generic processor. Limited functionality available. File was not opened'}
tests\__pycache__\test_file_similarity.cpython-310-pytest-7.4.0.pyc,True,test_file_similarity.cpython-310-pytest-7.4.0.pyc,AD/BLUO,.pyc,2420,1707491602.0100524,1709297599.2820828,1707491602.0100524,tests\__pycache__,666,True,False,C:\Users\BLUO\Downloads\report\tests\__pycache__\test_file_similarity.cpython-310-pytest-7.4.0.pyc,{'message': 'This is a generic processor. Limited functionality available. File was not opened'}
tests\__pycache__\test_generic_processor.cpython-310-pytest-7.4.0.pyc,True,test_generic_processor.cpython-310-pytest-7.4.0.pyc,AD/BLUO,.pyc,7252,1707156595.1672778,1709297599.288079,1707156595.1672778,tests\__pycache__,666,True,False,C:\Users\BLUO\Downloads\report\tests\__pycache__\test_generic_processor.cpython-310-pytest-7.4.0.pyc,{'message': 'This is a generic processor. Limited functionality available. File was not opened'}
tests\__pycache__\test_gif_processor.cpython-310-pytest-7.4.0.pyc,True,test_gif_processor.cpython-310-pytest-7.4.0.pyc,AD/BLUO,.pyc,3220,1707158625.9806485,1709297599.294083,1707158625.9806485,tests\__pycache__,666,True,False,C:\Users\BLUO\Downloads\report\tests\__pycache__\test_gif_processor.cpython-310-pytest-7.4.0.pyc,{'message': 'This is a generic processor. Limited functionality available. File was not opened'}
tests\__pycache__\test_heic_processor.cpython-310-pytest-7.4.0.pyc,True,test_heic_processor.cpython-310-pytest-7.4.0.pyc,AD/BLUO,.pyc,2660,1707158625.9936044,1709297599.3010824,1707158625.9936044,tests\__pycache__,666,True,False,C:\Users\BLUO\Downloads\report\tests\__pycache__\test_heic_processor.cpython-310-pytest-7.4.0.pyc,{'message': 'This is a generic processor. Limited functionality available. File was not opened'}
tests\__pycache__\test_html_processor.cpython-310-pytest-7.4.0.pyc,True,test_html_processor.cpython-310-pytest-7.4.0.pyc,AD/BLUO,.pyc,2678,1707158626.0065577,1709297599.307082,1707158626.0065577,tests\__pycache__,666,True,False,C:\Users\BLUO\Downloads\report\tests\__pycache__\test_html_processor.cpython-310-pytest-7.4.0.pyc,{'message': 'This is a generic processor. Limited functionality available. File was not opened'}
tests\__pycache__\test_jpeg_processor.cpython-310-pytest-7.4.0.pyc,True,test_jpeg_processor.cpython-310-pytest-7.4.0.pyc,AD/BLUO,.pyc,2662,1707158626.018517,1709297599.3130817,1707158626.018517,tests\__pycache__,666,True,False,C:\Users\BLUO\Downloads\report\tests\__pycache__\test_jpeg_processor.cpython-310-pytest-7.4.0.pyc,{'message': 'This is a generic processor. Limited functionality available. File was not opened'}
tests\__pycache__\test_json_processor.cpython-310-pytest-7.4.0.pyc,True,test_json_processor.cpython-310-pytest-7.4.0.pyc,AD/BLUO,.pyc,2655,1707158626.0334678,1709297599.3180778,1707158626.0334678,tests\__pycache__,666,True,False,C:\Users\BLUO\Downloads\report\tests\__pycache__\test_json_processor.cpython-310-pytest-7.4.0.pyc,{'message': 'This is a generic processor. Limited functionality available. File was not opened'}
tests\__pycache__\test_msg_processor.cpython-310-pytest-7.4.0.pyc,True,test_msg_processor.cpython-310-pytest-7.4.0.pyc,AD/BLUO,.pyc,3356,1707158626.0478017,1709297599.3250818,1707158626.04656,tests\__pycache__,666,True,False,C:\Users\BLUO\Downloads\report\tests\__pycache__\test_msg_processor.cpython-310-pytest-7.4.0.pyc,{'message': 'This is a generic processor. Limited functionality available. File was not opened'}
tests\__pycache__\test_ocr_decorator.cpython-310-pytest-7.4.0.pyc,True,test_ocr_decorator.cpython-310-pytest-7.4.0.pyc,AD/BLUO,.pyc,2589,1709297599.335081,1709297599.335081,1709297599.335081,tests\__pycache__,666,True,False,C:\Users\BLUO\Downloads\report\tests\__pycache__\test_ocr_decorator.cpython-310-pytest-7.4.0.pyc,{'message': 'This is a generic processor. Limited functionality available. File was not opened'}
tests\__pycache__\test_pdf_processor.cpython-310-pytest-7.4.0.pyc,True,test_pdf_processor.cpython-310-pytest-7.4.0.pyc,AD/BLUO,.pyc,3117,1707158626.0741224,1709297599.3440807,1707158626.0741224,tests\__pycache__,666,True,False,C:\Users\BLUO\Downloads\report\tests\__pycache__\test_pdf_processor.cpython-310-pytest-7.4.0.pyc,{'message': 'This is a generic processor. Limited functionality available. File was not opened'}
tests\__pycache__\test_png_processor.cpython-310-pytest-7.4.0.pyc,True,test_png_processor.cpython-310-pytest-7.4.0.pyc,AD/BLUO,.pyc,2665,1707158626.0870793,1709297599.3500805,1707158626.0870793,tests\__pycache__,666,True,False,C:\Users\BLUO\Downloads\report\tests\__pycache__\test_png_processor.cpython-310-pytest-7.4.0.pyc,{'message': 'This is a generic processor. Limited functionality available. File was not opened'}
tests\__pycache__\test_pptx_processor.cpython-310-pytest-7.4.0.pyc,True,test_pptx_processor.cpython-310-pytest-7.4.0.pyc,AD/BLUO,.pyc,4184,1707158626.1020255,1709297599.35608,1707158626.1010292,tests\__pycache__,666,True,False,C:\Users\BLUO\Downloads\report\tests\__pycache__\test_pptx_processor.cpython-310-pytest-7.4.0.pyc,{'message': 'This is a generic processor. Limited functionality available. File was not opened'}
tests\__pycache__\test_py_processor.cpython-310-pytest-7.4.0.pyc,True,test_py_processor.cpython-310-pytest-7.4.0.pyc,AD/BLUO,.pyc,3000,1707158626.1159787,1709297599.3620799,1707158626.1159787,tests\__pycache__,666,True,False,C:\Users\BLUO\Downloads\report\tests\__pycache__\test_py_processor.cpython-310-pytest-7.4.0.pyc,{'message': 'This is a generic processor. Limited functionality available. File was not opened'}
tests\__pycache__\test_rtf_processor.cpython-310-pytest-7.4.0.pyc,True,test_rtf_processor.cpython-310-pytest-7.4.0.pyc,AD/BLUO,.pyc,2212,1707158626.128939,1709297599.3680797,1707158626.128939,tests\__pycache__,666,True,False,C:\Users\BLUO\Downloads\report\tests\__pycache__\test_rtf_processor.cpython-310-pytest-7.4.0.pyc,{'message': 'This is a generic processor. Limited functionality available. File was not opened'}
tests\__pycache__\test_temp_processor.cpython-310-pytest-7.4.0.pyc,True,test_temp_processor.cpython-310-pytest-7.4.0.pyc,AD/BLUO,.pyc,1045,1706643222.3430285,1706643244.2781894,1706643222.3430285,tests\__pycache__,666,True,False,C:\Users\BLUO\Downloads\report\tests\__pycache__\test_temp_processor.cpython-310-pytest-7.4.0.pyc,{'message': 'This is a generic processor. Limited functionality available. File was not opened'}
tests\__pycache__\test_test.cpython-310-pytest-7.4.0.pyc,True,test_test.cpython-310-pytest-7.4.0.pyc,AD/BLUO,.pyc,1035,1706643148.9282722,1706643148.9282722,1706643148.9282722,tests\__pycache__,666,True,False,C:\Users\BLUO\Downloads\report\tests\__pycache__\test_test.cpython-310-pytest-7.4.0.pyc,{'message': 'This is a generic processor. Limited functionality available. File was not opened'}
tests\__pycache__\test_tif_processor.cpython-310-pytest-7.4.0.pyc,True,test_tif_processor.cpython-310-pytest-7.4.0.pyc,AD/BLUO,.pyc,2657,1707158626.1418917,1709297599.3740795,1707158626.1418917,tests\__pycache__,666,True,False,C:\Users\BLUO\Downloads\report\tests\__pycache__\test_tif_processor.cpython-310-pytest-7.4.0.pyc,{'message': 'This is a generic processor. Limited functionality available. File was not opened'}
tests\__pycache__\test_transcription_decorator.cpython-310-pytest-7.4.0.pyc,True,test_transcription_decorator.cpython-310-pytest-7.4.0.pyc,AD/BLUO,.pyc,2844,1709297599.3840766,1709297599.3840766,1709297599.3840766,tests\__pycache__,666,True,False,C:\Users\BLUO\Downloads\report\tests\__pycache__\test_transcription_decorator.cpython-310-pytest-7.4.0.pyc,{'message': 'This is a generic processor. Limited functionality available. File was not opened'}
tests\__pycache__\test_txt_processor.cpython-310-pytest-7.4.0.pyc,True,test_txt_processor.cpython-310-pytest-7.4.0.pyc,AD/BLUO,.pyc,2680,1707158626.292624,1709297599.393079,1707158626.292624,tests\__pycache__,666,True,False,C:\Users\BLUO\Downloads\report\tests\__pycache__\test_txt_processor.cpython-310-pytest-7.4.0.pyc,{'message': 'This is a generic processor. Limited functionality available. File was not opened'}
tests\__pycache__\test_xlsx_processor.cpython-310-pytest-7.4.0.pyc,True,test_xlsx_processor.cpython-310-pytest-7.4.0.pyc,AD/BLUO,.pyc,4257,1707158626.3085637,1709297599.3990793,1707158626.3075666,tests\__pycache__,666,True,False,C:\Users\BLUO\Downloads\report\tests\__pycache__\test_xlsx_processor.cpython-310-pytest-7.4.0.pyc,{'message': 'This is a generic processor. Limited functionality available. File was not opened'}
tests\__pycache__\test_xml_processor.cpython-310-pytest-7.4.0.pyc,True,test_xml_processor.cpython-310-pytest-7.4.0.pyc,AD/BLUO,.pyc,2647,1707158626.32152,1709297599.4050758,1707158626.32152,tests\__pycache__,666,True,False,C:\Users\BLUO\Downloads\report\tests\__pycache__\test_xml_processor.cpython-310-pytest-7.4.0.pyc,{'message': 'This is a generic processor. Limited functionality available. File was not opened'}
tests\__pycache__\test_zip_processor.cpython-310-pytest-7.4.0.pyc,True,test_zip_processor.cpython-310-pytest-7.4.0.pyc,AD/BLUO,.pyc,5779,1707158626.33647,1709297599.4110785,1707158626.33647,tests\__pycache__,666,True,False,C:\Users\BLUO\Downloads\report\tests\__pycache__\test_zip_processor.cpython-310-pytest-7.4.0.pyc,{'message': 'This is a generic processor. Limited functionality available. File was not opened'}
tests\__pycache__\__init__.cpython-310.pyc,True,__init__.cpython-310.pyc,AD/BLUO,.pyc,141,1706124001.5939949,1709297585.0303478,1706124001.5939949,tests\__pycache__,666,True,False,C:\Users\BLUO\Downloads\report\tests\__pycache__\__init__.cpython-310.pyc,{'message': 'This is a generic processor. Limited functionality available. File was not opened'}
