,File Path,File Name,Extension,Size (MB),Modification Time,Access Time,Creation Time,Parent Directory,Is File,Is Symlink,Absolute Path,Message,Error,Encoding,Num Lines,Num Words,Original Format,Mode,Width,Height,Animated,Frames,Num Functions,Num Classes,Num Rows,Num Cols,Num Cells,Empty Cells
335,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\EXCEL\App1705434774486095700_18F1E8B2-55C4-4D42-B043-69A46546758E.log,App1705434774486095700_18F1E8B2-55C4-4D42-B043-69A46546758E.log,.log,1.0296,2024-01-16 20:10:20,2024-01-17 19:36:25,2024-01-16 19:52:54,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\EXCEL,1,0,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\EXCEL\App1705434774486095700_18F1E8B2-55C4-4D42-B043-69A46546758E.log,This is a generic processor. Limited functionality available. File was not opened,,,,,,,,,,,,,,,,
336,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\EXCEL\App1705496757618650200_4F9BE7CA-8A53-4EF7-A06F-E3466A784C09.log,App1705496757618650200_4F9BE7CA-8A53-4EF7-A06F-E3466A784C09.log,.log,1.150175,2024-01-17 13:06:27,2024-01-17 19:36:25,2024-01-17 13:05:58,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\EXCEL,1,0,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\EXCEL\App1705496757618650200_4F9BE7CA-8A53-4EF7-A06F-E3466A784C09.log,This is a generic processor. Limited functionality available. File was not opened,,,,,,,,,,,,,,,,
337,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\EXCEL\App1705496965118483300_14FD376C-3880-4377-972C-F81DF60AFBDF.log,App1705496965118483300_14FD376C-3880-4377-972C-F81DF60AFBDF.log,.log,1.04755,2024-01-17 13:14:36,2024-01-17 19:36:25,2024-01-17 13:09:25,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\EXCEL,1,0,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\EXCEL\App1705496965118483300_14FD376C-3880-4377-972C-F81DF60AFBDF.log,This is a generic processor. Limited functionality available. File was not opened,,,,,,,,,,,,,,,,
338,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\EXCEL\App1705497838222422800_6F2199E0-10EF-4E1D-BC8C-D9D771CD8614.log,App1705497838222422800_6F2199E0-10EF-4E1D-BC8C-D9D771CD8614.log,.log,0.993395,2024-01-17 13:24:12,2024-01-17 19:36:25,2024-01-17 13:23:58,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\EXCEL,1,0,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\EXCEL\App1705497838222422800_6F2199E0-10EF-4E1D-BC8C-D9D771CD8614.log,This is a generic processor. Limited functionality available. File was not opened,,,,,,,,,,,,,,,,
339,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\EXCEL\App1705497934956775800_5D8AAE28-0EB0-4B08-B4C2-2FD32FAB288F.log,App1705497934956775800_5D8AAE28-0EB0-4B08-B4C2-2FD32FAB288F.log,.log,1.004516,2024-01-17 13:25:56,2024-01-17 19:36:25,2024-01-17 13:25:35,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\EXCEL,1,0,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\EXCEL\App1705497934956775800_5D8AAE28-0EB0-4B08-B4C2-2FD32FAB288F.log,This is a generic processor. Limited functionality available. File was not opened,,,,,,,,,,,,,,,,
340,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\EXCEL\App1705502923524860000_4CBDC21C-A1F1-4BCF-BD57-61B418EB1A79.log,App1705502923524860000_4CBDC21C-A1F1-4BCF-BD57-61B418EB1A79.log,.log,1.084755,2024-01-17 14:52:38,2024-01-17 19:36:25,2024-01-17 14:48:44,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\EXCEL,1,0,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\EXCEL\App1705502923524860000_4CBDC21C-A1F1-4BCF-BD57-61B418EB1A79.log,This is a generic processor. Limited functionality available. File was not opened,,,,,,,,,,,,,,,,
341,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\EXCEL\App1705503168982072300_E7EBDB22-8C50-487A-B441-430CFB981C44.log,App1705503168982072300_E7EBDB22-8C50-487A-B441-430CFB981C44.log,.log,1.020406,2024-01-17 14:58:11,2024-01-17 19:36:25,2024-01-17 14:52:49,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\EXCEL,1,0,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\EXCEL\App1705503168982072300_E7EBDB22-8C50-487A-B441-430CFB981C44.log,This is a generic processor. Limited functionality available. File was not opened,,,,,,,,,,,,,,,,
342,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\EXCEL\App1705503504986964700_B01B7A0A-A1E4-40C6-A27E-8B16E98DD5AD.log,App1705503504986964700_B01B7A0A-A1E4-40C6-A27E-8B16E98DD5AD.log,.log,1.030767,2024-01-17 14:59:03,2024-01-17 19:36:25,2024-01-17 14:58:25,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\EXCEL,1,0,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\EXCEL\App1705503504986964700_B01B7A0A-A1E4-40C6-A27E-8B16E98DD5AD.log,This is a generic processor. Limited functionality available. File was not opened,,,,,,,,,,,,,,,,
343,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\EXCEL\App1705503699180196000_3A7B1BAF-93AD-4E11-B1F3-9BA692D69009.log,App1705503699180196000_3A7B1BAF-93AD-4E11-B1F3-9BA692D69009.log,.log,0.979407,2024-01-17 15:01:56,2024-01-17 19:36:25,2024-01-17 15:01:39,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\EXCEL,1,0,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\EXCEL\App1705503699180196000_3A7B1BAF-93AD-4E11-B1F3-9BA692D69009.log,This is a generic processor. Limited functionality available. File was not opened,,,,,,,,,,,,,,,,
344,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\EXCEL\App1705503805900432100_3FC422FB-64C9-456A-A2E2-258B33E04445.log,App1705503805900432100_3FC422FB-64C9-456A-A2E2-258B33E04445.log,.log,0.983511,2024-01-17 15:03:56,2024-01-17 19:36:25,2024-01-17 15:03:26,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\EXCEL,1,0,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\EXCEL\App1705503805900432100_3FC422FB-64C9-456A-A2E2-258B33E04445.log,This is a generic processor. Limited functionality available. File was not opened,,,,,,,,,,,,,,,,
345,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\EXCEL\App1705515720125471700_5347216A-C954-4E35-960A-27B16282B423.log,App1705515720125471700_5347216A-C954-4E35-960A-27B16282B423.log,.log,1.291082,2024-01-17 18:22:29,2024-01-17 19:36:25,2024-01-17 18:22:00,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\EXCEL,1,0,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\EXCEL\App1705515720125471700_5347216A-C954-4E35-960A-27B16282B423.log,This is a generic processor. Limited functionality available. File was not opened,,,,,,,,,,,,,,,,
346,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\EXCEL\App1705515983254054700_0BE03921-7BE3-4575-ADE7-A62E6368473C.log,App1705515983254054700_0BE03921-7BE3-4575-ADE7-A62E6368473C.log,.log,1.03813,2024-01-17 18:27:04,2024-01-17 19:36:25,2024-01-17 18:26:23,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\EXCEL,1,0,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\EXCEL\App1705515983254054700_0BE03921-7BE3-4575-ADE7-A62E6368473C.log,This is a generic processor. Limited functionality available. File was not opened,,,,,,,,,,,,,,,,
347,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\EXCEL\App1705516105252331300_744DED29-525D-4099-B09F-30CF178F6B3E.log,App1705516105252331300_744DED29-525D-4099-B09F-30CF178F6B3E.log,.log,1.019406,2024-01-17 18:29:27,2024-01-17 19:36:25,2024-01-17 18:28:25,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\EXCEL,1,0,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\EXCEL\App1705516105252331300_744DED29-525D-4099-B09F-30CF178F6B3E.log,This is a generic processor. Limited functionality available. File was not opened,,,,,,,,,,,,,,,,
348,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\EXCEL\App1705516348028769800_D42BB3EC-1874-45DF-9E49-08F0BE425D2C.log,App1705516348028769800_D42BB3EC-1874-45DF-9E49-08F0BE425D2C.log,.log,1.088103,2024-01-17 18:33:33,2024-01-17 19:36:25,2024-01-17 18:32:28,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\EXCEL,1,0,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\EXCEL\App1705516348028769800_D42BB3EC-1874-45DF-9E49-08F0BE425D2C.log,This is a generic processor. Limited functionality available. File was not opened,,,,,,,,,,,,,,,,
349,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\EXCEL\App1705516518737583000_0B6BCC56-7C22-4F43-9551-51156723E6B5.log,App1705516518737583000_0B6BCC56-7C22-4F43-9551-51156723E6B5.log,.log,2.41539,2024-01-17 19:26:21,2024-01-17 19:36:25,2024-01-17 18:35:19,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\EXCEL,1,0,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\EXCEL\App1705516518737583000_0B6BCC56-7C22-4F43-9551-51156723E6B5.log,This is a generic processor. Limited functionality available. File was not opened,,,,,,,,,,,,,,,,
350,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\EXCEL\App1705516533726334400_7504BCBA-95D8-471F-A154-398A6785B567.log,App1705516533726334400_7504BCBA-95D8-471F-A154-398A6785B567.log,.log,0.367036,2024-01-17 18:35:34,2024-01-17 19:36:25,2024-01-17 18:35:34,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\EXCEL,1,0,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\EXCEL\App1705516533726334400_7504BCBA-95D8-471F-A154-398A6785B567.log,This is a generic processor. Limited functionality available. File was not opened,,,,,,,,,,,,,,,,
351,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\EXCEL\App1705517728161576400_2C99D97D-D988-43EC-A961-2E5322F1F91D.log,App1705517728161576400_2C99D97D-D988-43EC-A961-2E5322F1F91D.log,.log,0.365101,2024-01-17 18:55:29,2024-01-17 19:36:25,2024-01-17 18:55:28,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\EXCEL,1,0,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\EXCEL\App1705517728161576400_2C99D97D-D988-43EC-A961-2E5322F1F91D.log,This is a generic processor. Limited functionality available. File was not opened,,,,,,,,,,,,,,,,
352,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\EXCEL\App1705518285824337900_9A78ADB1-57F2-46FA-BCAC-0AE20D0DF6FE.log,App1705518285824337900_9A78ADB1-57F2-46FA-BCAC-0AE20D0DF6FE.log,.log,0.314193,2024-01-17 19:04:46,2024-01-17 19:36:25,2024-01-17 19:04:46,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\EXCEL,1,0,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\EXCEL\App1705518285824337900_9A78ADB1-57F2-46FA-BCAC-0AE20D0DF6FE.log,This is a generic processor. Limited functionality available. File was not opened,,,,,,,,,,,,,,,,
353,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\EXCEL\App1705520185007806900_685383CB-B2C4-4A23-9D96-5107D5478BCC.log,App1705520185007806900_685383CB-B2C4-4A23-9D96-5107D5478BCC.log,.log,16.777216,2024-01-17 19:36:25,2024-01-17 19:36:25,2024-01-17 19:36:25,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\EXCEL,1,0,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\EXCEL\App1705520185007806900_685383CB-B2C4-4A23-9D96-5107D5478BCC.log,This is a generic processor. Limited functionality available. File was not opened,,,,,,,,,,,,,,,,
354,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\EXCEL\App1705520185010464900_685383CB-B2C4-4A23-9D96-5107D5478BCC.log,App1705520185010464900_685383CB-B2C4-4A23-9D96-5107D5478BCC.log,.log,16.777216,2024-01-17 19:36:25,2024-01-17 19:36:25,2024-01-17 19:36:25,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\EXCEL,1,0,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\EXCEL\App1705520185010464900_685383CB-B2C4-4A23-9D96-5107D5478BCC.log,This is a generic processor. Limited functionality available. File was not opened,,,,,,,,,,,,,,,,
355,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\OUTLOOK\App1705074936893291400_BEEF34DB-8B59-4B73-A339-D4FE17387FAD.log,App1705074936893291400_BEEF34DB-8B59-4B73-A339-D4FE17387FAD.log,.log,16.777216,2024-01-12 15:55:37,2024-01-12 15:57:04,2024-01-12 15:55:37,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\OUTLOOK,1,0,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\OUTLOOK\App1705074936893291400_BEEF34DB-8B59-4B73-A339-D4FE17387FAD.log,This is a generic processor. Limited functionality available. File was not opened,,,,,,,,,,,,,,,,
356,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\OUTLOOK\App1705074989271155400_EB4FCB66-D0F5-479B-B7E3-954F4B49F93C.log,App1705074989271155400_EB4FCB66-D0F5-479B-B7E3-954F4B49F93C.log,.log,16.777216,2024-01-12 15:56:29,2024-01-12 15:57:04,2024-01-12 15:56:29,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\OUTLOOK,1,0,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\OUTLOOK\App1705074989271155400_EB4FCB66-D0F5-479B-B7E3-954F4B49F93C.log,This is a generic processor. Limited functionality available. File was not opened,,,,,,,,,,,,,,,,
357,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\OUTLOOK\App1705075000719184800_B19D6D87-7B60-4F5B-BB00-4F5D22EFD141.log,App1705075000719184800_B19D6D87-7B60-4F5B-BB00-4F5D22EFD141.log,.log,16.777216,2024-01-12 15:56:41,2024-01-12 15:57:04,2024-01-12 15:56:41,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\OUTLOOK,1,0,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\OUTLOOK\App1705075000719184800_B19D6D87-7B60-4F5B-BB00-4F5D22EFD141.log,This is a generic processor. Limited functionality available. File was not opened,,,,,,,,,,,,,,,,
358,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\OUTLOOK\App1705075011607954800_F03F9390-66ED-44EE-B241-011E6E4BA86D.log,App1705075011607954800_F03F9390-66ED-44EE-B241-011E6E4BA86D.log,.log,16.777216,2024-01-12 15:56:52,2024-01-12 15:57:20,2024-01-12 15:56:52,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\OUTLOOK,1,0,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\OUTLOOK\App1705075011607954800_F03F9390-66ED-44EE-B241-011E6E4BA86D.log,This is a generic processor. Limited functionality available. File was not opened,,,,,,,,,,,,,,,,
359,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\OUTLOOK\App1705075023656323100_C29A2C05-AA1B-49B3-98F8-04BAC6EBE0DF.log,App1705075023656323100_C29A2C05-AA1B-49B3-98F8-04BAC6EBE0DF.log,.log,16.777216,2024-01-12 15:57:04,2024-01-12 15:57:20,2024-01-12 15:57:04,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\OUTLOOK,1,0,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\OUTLOOK\App1705075023656323100_C29A2C05-AA1B-49B3-98F8-04BAC6EBE0DF.log,This is a generic processor. Limited functionality available. File was not opened,,,,,,,,,,,,,,,,
360,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\OUTLOOK\App1705075023660352800_C29A2C05-AA1B-49B3-98F8-04BAC6EBE0DF.log,App1705075023660352800_C29A2C05-AA1B-49B3-98F8-04BAC6EBE0DF.log,.log,16.777216,2024-01-12 15:57:04,2024-01-12 15:57:20,2024-01-12 15:57:04,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\OUTLOOK,1,0,C:\Users\BLUO\AppData\Local\Temp\Diagnostics\OUTLOOK\App1705075023660352800_C29A2C05-AA1B-49B3-98F8-04BAC6EBE0DF.log,This is a generic processor. Limited functionality available. File was not opened,,,,,,,,,,,,,,,,
361,C:\Users\BLUO\AppData\Local\Temp\edge_BITS_16752_1750740156\8ea1743d-0977-4f63-832f-3a0cbba17cb8,8ea1743d-0977-4f63-832f-3a0cbba17cb8,,0.009983,2024-01-17 08:18:52,2024-01-17 19:40:04,2024-01-17 08:18:52,C:\Users\BLUO\AppData\Local\Temp\edge_BITS_16752_1750740156,1,0,C:\Users\BLUO\AppData\Local\Temp\edge_BITS_16752_1750740156\8ea1743d-0977-4f63-832f-3a0cbba17cb8,This is a generic processor. Limited functionality available. File was not opened,,,,,,,,,,,,,,,,
362,C:\Users\BLUO\AppData\Local\Temp\edge_BITS_16752_1841269649\19ff7cd4-ee7f-47bd-b498-ca4141f534b2,19ff7cd4-ee7f-47bd-b498-ca4141f534b2,,0.004699,2023-12-16 12:22:01,2024-01-17 19:40:04,2023-12-16 12:22:01,C:\Users\BLUO\AppData\Local\Temp\edge_BITS_16752_1841269649,1,0,C:\Users\BLUO\AppData\Local\Temp\edge_BITS_16752_1841269649\19ff7cd4-ee7f-47bd-b498-ca4141f534b2,This is a generic processor. Limited functionality available. File was not opened,,,,,,,,,,,,,,,,
363,C:\Users\BLUO\AppData\Local\Temp\edge_BITS_16752_2137318842\0512bb76-fb16-4ad0-806a-5b2e4c5a3030,0512bb76-fb16-4ad0-806a-5b2e4c5a3030,,7.546631,2024-01-17 12:31:20,2024-01-17 19:40:04,2024-01-17 12:31:20,C:\Users\BLUO\AppData\Local\Temp\edge_BITS_16752_2137318842,1,0,C:\Users\BLUO\AppData\Local\Temp\edge_BITS_16752_2137318842\0512bb76-fb16-4ad0-806a-5b2e4c5a3030,This is a generic processor. Limited functionality available. File was not opened,,,,,,,,,,,,,,,,
364,C:\Users\BLUO\AppData\Local\Temp\edge_BITS_16964_55403475\19ff7cd4-ee7f-47bd-b498-ca4141f534b2,19ff7cd4-ee7f-47bd-b498-ca4141f534b2,,0.004699,2023-12-16 12:22:01,2024-01-16 12:35:21,2023-12-16 12:22:01,C:\Users\BLUO\AppData\Local\Temp\edge_BITS_16964_55403475,1,0,C:\Users\BLUO\AppData\Local\Temp\edge_BITS_16964_55403475\19ff7cd4-ee7f-47bd-b498-ca4141f534b2,This is a generic processor. Limited functionality available. File was not opened,,,,,,,,,,,,,,,,
365,C:\Users\BLUO\AppData\Local\Temp\edge_BITS_16964_731862607\8bae467c-ed24-4600-9c86-9ab0300a7377,8bae467c-ed24-4600-9c86-9ab0300a7377,,0.009965,2024-01-16 08:20:03,2024-01-16 12:35:17,2024-01-16 08:20:03,C:\Users\BLUO\AppData\Local\Temp\edge_BITS_16964_731862607,1,0,C:\Users\BLUO\AppData\Local\Temp\edge_BITS_16964_731862607\8bae467c-ed24-4600-9c86-9ab0300a7377,This is a generic processor. Limited functionality available. File was not opened,,,,,,,,,,,,,,,,
366,C:\Users\BLUO\AppData\Local\Temp\edge_BITS_18280_1326847181\b0007338-42db-474c-a5e0-88236058dcfc,b0007338-42db-474c-a5e0-88236058dcfc,,7.546641,2024-01-16 11:17:05,2024-01-16 12:29:41,2024-01-16 11:17:05,C:\Users\BLUO\AppData\Local\Temp\edge_BITS_18280_1326847181,1,0,C:\Users\BLUO\AppData\Local\Temp\edge_BITS_18280_1326847181\b0007338-42db-474c-a5e0-88236058dcfc,This is a generic processor. Limited functionality available. File was not opened,,,,,,,,,,,,,,,,
367,C:\Users\BLUO\AppData\Local\Temp\edge_BITS_18280_1652958969\7b24c667-b42f-4b2c-9ca1-3bd610c5e45c,7b24c667-b42f-4b2c-9ca1-3bd610c5e45c,,7.546574,2024-01-15 06:12:16,2024-01-15 16:56:57,2024-01-15 06:12:16,C:\Users\BLUO\AppData\Local\Temp\edge_BITS_18280_1652958969,1,0,C:\Users\BLUO\AppData\Local\Temp\edge_BITS_18280_1652958969\7b24c667-b42f-4b2c-9ca1-3bd610c5e45c,This is a generic processor. Limited functionality available. File was not opened,,,,,,,,,,,,,,,,
368,C:\Users\BLUO\AppData\Local\Temp\edge_BITS_18280_233365213\71dc5d72-695e-4e94-a235-db4043095302,71dc5d72-695e-4e94-a235-db4043095302,,0.008846,2024-01-15 08:16:45,2024-01-15 16:56:27,2024-01-15 08:16:45,C:\Users\BLUO\AppData\Local\Temp\edge_BITS_18280_233365213,1,0,C:\Users\BLUO\AppData\Local\Temp\edge_BITS_18280_233365213\71dc5d72-695e-4e94-a235-db4043095302,This is a generic processor. Limited functionality available. File was not opened,,,,,,,,,,,,,,,,
369,C:\Users\BLUO\AppData\Local\Temp\edge_BITS_18280_643468351\11f6c05f-9188-487e-8c8e-75b0de747a44,11f6c05f-9188-487e-8c8e-75b0de747a44,,0.085536,2024-01-12 05:35:57,2024-01-15 16:56:23,2024-01-12 05:35:57,C:\Users\BLUO\AppData\Local\Temp\edge_BITS_18280_643468351,1,0,C:\Users\BLUO\AppData\Local\Temp\edge_BITS_18280_643468351\11f6c05f-9188-487e-8c8e-75b0de747a44,This is a generic processor. Limited functionality available. File was not opened,,,,,,,,,,,,,,,,
370,C:\Users\BLUO\AppData\Local\Temp\edge_BITS_18280_71707372\8bae467c-ed24-4600-9c86-9ab0300a7377,8bae467c-ed24-4600-9c86-9ab0300a7377,,0.009965,2024-01-16 08:20:03,2024-01-16 12:26:15,2024-01-16 08:20:03,C:\Users\BLUO\AppData\Local\Temp\edge_BITS_18280_71707372,1,0,C:\Users\BLUO\AppData\Local\Temp\edge_BITS_18280_71707372\8bae467c-ed24-4600-9c86-9ab0300a7377,This is a generic processor. Limited functionality available. File was not opened,,,,,,,,,,,,,,,,
371,C:\Users\BLUO\AppData\Local\Temp\edge_BITS_20140_1723080317\4a3c4969-ee03-45d7-b167-c7f2306ff0d1,4a3c4969-ee03-45d7-b167-c7f2306ff0d1,,0.223878,2024-01-03 05:21:00,2024-01-17 19:40:23,2024-01-03 05:21:00,C:\Users\BLUO\AppData\Local\Temp\edge_BITS_20140_1723080317,1,0,C:\Users\BLUO\AppData\Local\Temp\edge_BITS_20140_1723080317\4a3c4969-ee03-45d7-b167-c7f2306ff0d1,This is a generic processor. Limited functionality available. File was not opened,,,,,,,,,,,,,,,,
372,C:\Users\BLUO\AppData\Local\Temp\edge_BITS_20216_918915839\4a3c4969-ee03-45d7-b167-c7f2306ff0d1,4a3c4969-ee03-45d7-b167-c7f2306ff0d1,,0.223878,2024-01-03 05:21:00,2024-01-17 19:40:23,2024-01-03 05:21:00,C:\Users\BLUO\AppData\Local\Temp\edge_BITS_20216_918915839,1,0,C:\Users\BLUO\AppData\Local\Temp\edge_BITS_20216_918915839\4a3c4969-ee03-45d7-b167-c7f2306ff0d1,This is a generic processor. Limited functionality available. File was not opened,,,,,,,,,,,,,,,,
373,C:\Users\BLUO\AppData\Local\Temp\edge_BITS_9964_1141064046\8bae467c-ed24-4600-9c86-9ab0300a7377,8bae467c-ed24-4600-9c86-9ab0300a7377,,0.009965,2024-01-16 08:20:03,2024-01-16 20:23:59,2024-01-16 08:20:03,C:\Users\BLUO\AppData\Local\Temp\edge_BITS_9964_1141064046,1,0,C:\Users\BLUO\AppData\Local\Temp\edge_BITS_9964_1141064046\8bae467c-ed24-4600-9c86-9ab0300a7377,This is a generic processor. Limited functionality available. File was not opened,,,,,,,,,,,,,,,,
374,C:\Users\BLUO\AppData\Local\Temp\edge_BITS_9964_1435783976\8ea1743d-0977-4f63-832f-3a0cbba17cb8,8ea1743d-0977-4f63-832f-3a0cbba17cb8,,0.009983,2024-01-17 08:18:52,2024-01-17 12:20:40,2024-01-17 08:18:52,C:\Users\BLUO\AppData\Local\Temp\edge_BITS_9964_1435783976,1,0,C:\Users\BLUO\AppData\Local\Temp\edge_BITS_9964_1435783976\8ea1743d-0977-4f63-832f-3a0cbba17cb8,This is a generic processor. Limited functionality available. File was not opened,,,,,,,,,,,,,,,,
375,C:\Users\BLUO\AppData\Local\Temp\edge_BITS_9964_1517377133\891446f0-c43c-405b-8ee8-7c763b3d4c37,891446f0-c43c-405b-8ee8-7c763b3d4c37,,0.066257,2024-01-17 06:26:40,2024-01-17 12:21:55,2024-01-17 06:26:40,C:\Users\BLUO\AppData\Local\Temp\edge_BITS_9964_1517377133,1,0,C:\Users\BLUO\AppData\Local\Temp\edge_BITS_9964_1517377133\891446f0-c43c-405b-8ee8-7c763b3d4c37,This is a generic processor. Limited functionality available. File was not opened,,,,,,,,,,,,,,,,
376,C:\Users\BLUO\AppData\Local\Temp\edge_BITS_9964_1981808740\4a3c4969-ee03-45d7-b167-c7f2306ff0d1,4a3c4969-ee03-45d7-b167-c7f2306ff0d1,,0.223878,2024-01-03 05:21:00,2024-01-17 12:21:46,2024-01-03 05:21:00,C:\Users\BLUO\AppData\Local\Temp\edge_BITS_9964_1981808740,1,0,C:\Users\BLUO\AppData\Local\Temp\edge_BITS_9964_1981808740\4a3c4969-ee03-45d7-b167-c7f2306ff0d1,This is a generic processor. Limited functionality available. File was not opened,,,,,,,,,,,,,,,,
377,C:\Users\BLUO\AppData\Local\Temp\edge_BITS_9964_534313033\9d746246-a738-4161-b48e-bb2a633f2c37,9d746246-a738-4161-b48e-bb2a633f2c37,,2.487396,2024-01-17 01:56:30,2024-01-17 12:21:56,2024-01-17 01:56:30,C:\Users\BLUO\AppData\Local\Temp\edge_BITS_9964_534313033,1,0,C:\Users\BLUO\AppData\Local\Temp\edge_BITS_9964_534313033\9d746246-a738-4161-b48e-bb2a633f2c37,This is a generic processor. Limited functionality available. File was not opened,,,,,,,,,,,,,,,,
378,C:\Users\BLUO\AppData\Local\Temp\edge_BITS_9964_900792846\19ff7cd4-ee7f-47bd-b498-ca4141f534b2,19ff7cd4-ee7f-47bd-b498-ca4141f534b2,,0.004699,2023-12-16 12:22:01,2024-01-16 20:24:03,2023-12-16 12:22:01,C:\Users\BLUO\AppData\Local\Temp\edge_BITS_9964_900792846,1,0,C:\Users\BLUO\AppData\Local\Temp\edge_BITS_9964_900792846\19ff7cd4-ee7f-47bd-b498-ca4141f534b2,This is a generic processor. Limited functionality available. File was not opened,,,,,,,,,,,,,,,,
379,C:\Users\BLUO\AppData\Local\Temp\gen_py\3.10\dicts.dat,dicts.dat,.dat,1e-05,2024-01-09 19:53:50,2024-01-12 20:52:53,2024-01-09 19:53:50,C:\Users\BLUO\AppData\Local\Temp\gen_py\3.10,1,0,C:\Users\BLUO\AppData\Local\Temp\gen_py\3.10\dicts.dat,This is a generic processor. Limited functionality available. File was not opened,,,,,,,,,,,,,,,,
380,C:\Users\BLUO\AppData\Local\Temp\Microsoft\Teams\meeting-addin\teams-meeting-addin-loader.bak,teams-meeting-addin-loader.bak,.bak,0.007358,2024-01-12 15:57:01,2024-01-12 15:57:02,2024-01-03 18:35:15,C:\Users\BLUO\AppData\Local\Temp\Microsoft\Teams\meeting-addin,1,0,C:\Users\BLUO\AppData\Local\Temp\Microsoft\Teams\meeting-addin\teams-meeting-addin-loader.bak,This is a generic processor. Limited functionality available. File was not opened,,,,,,,,,,,,,,,,
