,File Path,File Name,Extension,Size (MB),Modification Time,Access Time,Creation Time,Parent Directory,Is File,Is Symlink,Absolute Path,Metadata
0,C:\Users\BLUO\Downloads\report\tests\resources\directory_test_files_corrupted\government_of_canada_wikipedia_corrupted.txt,government_of_canada_wikipedia_corrupted.txt,.txt,0.039052,2024-01-15 15:33:59,2024-01-17 18:52:38,2024-01-15 15:33:59,C:\Users\BLUO\Downloads\report\tests\resources\directory_test_files_corrupted,1,0,C:\Users\BLUO\Downloads\report\tests\resources\directory_test_files_corrupted\government_of_canada_wikipedia_corrupted.txt,"{'message': 'File was not opened', 'error': 'FileProcessingFailedError'}"
